index,Order ID,Product Name,Discount per product,Total revenue before discount,Total quantity,Category
5791,ES-2014-5040315,"Stanley Pencil Sharpener, Easy-Erase",0,52,2,Office Supplies
5792,ES-2014-5041758,"Stanley Pens, Fluorescent",0,90,8,Office Supplies
5793,ES-2014-5054547,"Eaton Parchment Paper, 8.5 x 11",0,53,3,Office Supplies
5794,ES-2014-5060319,"Elite Trimmer, Easy Grip",0,130,3,Office Supplies
5795,ES-2014-5066730,"Samsung Audio Dock, Cordless",3,916,6,Technology
5796,ES-2014-5067504,"Stanley Pens, Easy-Erase",0,21,2,Office Supplies
5797,ES-2014-5075420,"Eldon Frame, Duo Pack",0,582,5,Furniture
5798,ES-2014-5075420,"Hoover Toaster, Black",3,75,1,Office Supplies
5799,ES-2014-5075420,"Acco Hole Reinforcements, Recycled",0,14,2,Office Supplies
5800,ES-2014-5075420,"Cardinal Hole Reinforcements, Durable",0,21,3,Office Supplies
5801,ES-2014-5075420,"Okidata Receipt Printer, Wireless",4.5,313,3,Technology
5802,ES-2014-5077395,"Boston Markers, Blue",0,132,5,Office Supplies
5803,ES-2014-5077395,"Stockwell Push Pins, 12 Pack",0,94,7,Office Supplies
5804,ES-2014-5077395,"Hewlett Fax Machine, Color",0,643,2,Technology
5805,ES-2014-5079145,"Smead Box, Industrial",0,11,1,Office Supplies
5806,ES-2014-5079145,"Epson Receipt Printer, Wireless",0,351,3,Technology
5807,ES-2014-5079145,"Samsung Signal Booster, Cordless",0,279,2,Technology
5808,ES-2014-5081971,"Okidata Receipt Printer, Durable",0,369,3,Technology
5809,ES-2014-5084020,"Cardinal Binder, Recycled",2.5,21,3,Office Supplies
5810,ES-2014-5084020,"Cisco Smart Phone, Cordless",19.5,1824,8,Technology
5811,ES-2014-5091205,"Wilson Jones Binding Machine, Recycled",0,345,7,Office Supplies
5812,ES-2014-5091205,"Wilson Jones Index Tab, Recycled",0,41,6,Office Supplies
5813,ES-2014-5091205,"Rogers Folders, Wire Frame",3,54,2,Office Supplies
5814,ES-2014-5093339,"BIC Highlighters, Water Color",0,66,3,Office Supplies
5815,ES-2014-5093339,"Konica Receipt Printer, Wireless",0,367,3,Technology
5816,ES-2014-5100081,"Wilson Jones Hole Reinforcements, Durable",2.5,9,3,Office Supplies
5817,ES-2014-5117456,"Eldon Photo Frame, Durable",0,165,3,Furniture
5818,ES-2014-5117456,"Accos Paper Clips, Assorted Sizes",0,46,4,Office Supplies
5819,ES-2014-5119286,"Green Bar Parchment Paper, Multicolor",0,18,1,Office Supplies
5820,ES-2014-5119760,"Chromcraft Round Table, Adjustable Height",10.5,915,3,Furniture
5821,ES-2014-5119760,"Fiskars Shears, High Speed",0,191,4,Office Supplies
5822,ES-2014-5123839,"Rogers Shelving, Industrial",0,250,4,Office Supplies
5823,ES-2014-5124272,"Tenex Shelving, Wire Frame",0,484,9,Office Supplies
5824,ES-2014-5124272,"Belkin Keyboard, Programmable",0,598,7,Technology
5825,ES-2014-5160531,"Bush Library with Doors, Mobile",3,330,1,Furniture
5826,ES-2014-5160531,"Avery Binding Machine, Clear",0,338,7,Office Supplies
5827,ES-2014-5160531,"Fellowes Folders, Blue",3,71,3,Office Supplies
5828,ES-2014-5160531,"Acme Letter Opener, Serrated",0,188,7,Office Supplies
5829,ES-2014-5160909,"Novimex Bag Chairs, Adjustable",15,73,3,Furniture
5830,ES-2014-5160909,"Deflect-O Stacking Tray, Ergonomic",6,71,4,Furniture
5831,ES-2014-5160909,"Boston Canvas, Easy-Erase",15,81,3,Office Supplies
5832,ES-2014-5160909,"Fellowes File Cart, Single Width",15,412,6,Office Supplies
5833,ES-2014-5160909,"Fellowes Lockers, Blue",15,207,2,Office Supplies
5834,ES-2014-5163200,"Wilson Jones Binder, Clear",0,25,2,Office Supplies
5835,ES-2014-5166372,"Avery Binder, Durable",0,86,6,Office Supplies
5836,ES-2014-5166372,"SanDisk Note Cards, Premium",0,119,4,Office Supplies
5837,ES-2014-5167464,"Hon File Folder Labels, Laser Printer Compatible",0,17,2,Office Supplies
5838,ES-2014-5170546,"Elite Scissors, Easy Grip",0,48,2,Office Supplies
5839,ES-2014-5185744,"Wilson Jones Binder Covers, Recycled",0,23,2,Office Supplies
5840,ES-2014-5185744,"Smead File Folder Labels, Alphabetical",0,9,1,Office Supplies
5841,ES-2014-5199878,"Eldon Trays, Single Width",3,86,2,Office Supplies
5842,ES-2014-5200052,"Fiskars Shears, Serrated",15,89,4,Office Supplies
5843,ES-2014-5204081,"BIC Sketch Pad, Fluorescent",15,25,1,Office Supplies
5844,ES-2014-5205023,"Eldon Stacking Tray, Ergonomic",3,190,7,Furniture
5845,ES-2014-5205657,"Ikea Classic Bookcase, Traditional",0,1235,3,Furniture
5846,ES-2014-5205657,"SanDisk Message Books, 8.5 x 11",0,56,2,Office Supplies
5847,ES-2014-5205657,"Smead Shelving, Wire Frame",12,29,1,Office Supplies
5848,ES-2014-5205657,"Okidata Phone, White",12,102,2,Technology
5849,ES-2014-5206561,"Cardinal 3-Hole Punch, Recycled",0,175,6,Office Supplies
5850,ES-2014-5214699,"Epson Printer, Red",3,468,2,Technology
5851,ES-2014-5218104,"Cardinal Binder Covers, Durable",0,27,2,Office Supplies
5852,ES-2014-5218104,"Eldon Trays, Wire Frame",12,85,3,Office Supplies
5853,ES-2014-5224253,"Memorex Flash Drive, Bluetooth",0,118,4,Technology
5854,ES-2014-5225520,"Stanley Pens, Blue",0,10,1,Office Supplies
5855,ES-2014-5229497,"Acme Letter Opener, Steel",0,89,3,Office Supplies
5856,ES-2014-5230839,"Deflect-O Stacking Tray, Black",0,51,2,Furniture
5857,ES-2014-5234785,"Ibico Binder Covers, Recycled",0,28,2,Office Supplies
5858,ES-2014-5239688,"Stanley Pens, Blue",0,50,5,Office Supplies
5859,ES-2014-5240921,"Fellowes File Cart, Single Width",0,549,4,Office Supplies
5860,ES-2014-5240921,"Rogers Lockers, Industrial",0,424,2,Office Supplies
5861,ES-2014-5241576,"Stanley Highlighters, Fluorescent",0,32,2,Office Supplies
5862,ES-2014-5241576,"Eldon File Cart, Single Width",3,230,2,Office Supplies
5863,ES-2014-5241576,"Fellowes File Cart, Industrial",3,744,6,Office Supplies
5864,ES-2014-5247585,"Dania Stackable Bookrack, Traditional",3,218,2,Furniture
5865,ES-2014-5247585,"Binney & Smith Canvas, Easy-Erase",0,155,3,Office Supplies
5866,ES-2014-5247585,"Boston Canvas, Easy-Erase",0,108,2,Office Supplies
5867,ES-2014-5247585,"Acco Binder, Clear",0,44,3,Office Supplies
5868,ES-2014-5247585,"Elite Box Cutter, Serrated",0,158,5,Office Supplies
5869,ES-2014-5252744,"Ibico Binding Machine, Economy",3,93,2,Office Supplies
5870,ES-2014-5252744,"OIC Staples, Metal",3,52,5,Office Supplies
5871,ES-2014-5263546,"Advantus Stacking Tray, Durable",0,264,10,Furniture
5872,ES-2014-5263546,"Deflect-O Photo Frame, Durable",0,147,3,Furniture
5873,ES-2014-5263546,"Acco Hole Reinforcements, Durable",0,16,2,Office Supplies
5874,ES-2014-5263546,"Okidata Receipt Printer, Red",3,648,6,Technology
5875,ES-2014-5263546,"Apple Speaker Phone, Full Size",3,336,3,Technology
5876,ES-2014-5265060,"Sanford Pencil Sharpener, Easy-Erase",0,54,2,Office Supplies
5877,ES-2014-5265060,"Brother Wireless Fax, Laser",4.5,644,2,Technology
5878,ES-2014-5265328,"KitchenAid Coffee Grinder, Black",0,140,2,Office Supplies
5879,ES-2014-5265462,"Enermax Message Books, Recycled",0,202,9,Office Supplies
5880,ES-2014-5269284,"Novimex Chairmat, Red",18,180,8,Furniture
5881,ES-2014-5269284,"Stanley Sketch Pad, Blue",0,311,7,Office Supplies
5882,ES-2014-5272129,"Sanford Sketch Pad, Fluorescent",0,234,5,Office Supplies
5883,ES-2014-5272129,"Samsung Audio Dock, Full Size",0,672,4,Technology
5884,ES-2014-5272251,"Office Star Executive Leather Armchair, Adjustable",3,423,1,Furniture
5885,ES-2014-5272251,"Boston Highlighters, Fluorescent",0,40,2,Office Supplies
5886,ES-2014-5274666,"Kleencut Letter Opener, Easy Grip",0,57,2,Office Supplies
5887,ES-2014-5275437,"Hewlett Wireless Fax, Color",15,1145,6,Technology
5888,ES-2014-5282298,"Eldon Clock, Ergonomic",0,221,4,Furniture
5889,ES-2014-5282298,"Ibico Binding Machine, Durable",0,370,7,Office Supplies
5890,ES-2014-5282298,"Tenex Lockers, Industrial",3,368,2,Office Supplies
5891,ES-2014-5283796,"Cardinal Index Tab, Durable",0,8,1,Office Supplies
5892,ES-2014-5283796,"Stockwell Rubber Bands, Bulk Pack",0,65,4,Office Supplies
5893,ES-2014-5291112,"Sanford Pencil Sharpener, Fluorescent",0,77,3,Office Supplies
5894,ES-2014-5291112,"Ibico Binder Covers, Economy",0,27,2,Office Supplies
5895,ES-2014-5291112,"Ibico Binder, Recycled",0,32,2,Office Supplies
5896,ES-2014-5292672,"Stockwell Clamps, Bulk Pack",0,38,2,Office Supplies
5897,ES-2014-5295631,"Bush Library with Doors, Mobile",0,1101,3,Furniture
5898,ES-2014-5296123,"Sanford Highlighters, Blue",0,110,7,Office Supplies
5899,ES-2014-5296123,"Smead Lockers, Blue",3,536,3,Office Supplies
5900,ES-2014-5297792,"Cameo Business Envelopes, Security-Tint",0,119,7,Office Supplies
5901,ES-2014-5297792,"Enermax Note Cards, Premium",0,114,4,Office Supplies
5902,ES-2014-5297792,"Fellowes Trays, Single Width",3,465,9,Office Supplies
5903,ES-2014-5298444,"Canon Wireless Fax, Laser",0,757,2,Technology
5904,ES-2014-5298968,"Logitech Mouse, USB",0,59,2,Technology
5905,ES-2014-5302686,"Novimex Rocking Chair, Red",6,315,3,Furniture
5906,ES-2014-5302686,"Ibico 3-Hole Punch, Durable",0,128,4,Office Supplies
5907,ES-2014-5314666,"Smead File Folder Labels, Laser Printer Compatible",0,71,8,Office Supplies
5908,ES-2014-5314666,"Memorex Numeric Keypad, Ergonomic",0,93,2,Technology
5909,ES-2014-5314666,"Cisco Signal Booster, VoIP",0,1063,7,Technology
5910,ES-2014-5314666,"Cisco Smart Phone, Cordless",0,1954,3,Technology
5911,ES-2014-5317155,"Hewlett Wireless Fax, Color",4.5,1622,5,Technology
5912,ES-2014-5319388,"Boston Highlighters, Easy-Erase",0,19,1,Office Supplies
5913,ES-2014-5319388,"Hon Shipping Labels, Adjustable",0,74,8,Office Supplies
5914,ES-2014-5326009,"Boston Pens, Blue",0,85,6,Office Supplies
5915,ES-2014-5326009,"Harbour Creations File Folder Labels, 5000 Label Set",0,27,3,Office Supplies
5916,ES-2014-5326420,"Avery Index Tab, Clear",0,29,5,Office Supplies
5917,ES-2014-5326420,"Eldon File Cart, Single Width",3,462,4,Office Supplies
5918,ES-2014-5326420,"Okidata Inkjet, White",3,280,1,Technology
5919,ES-2014-5332989,"Boston Sketch Pad, Easy-Erase",0,244,5,Office Supplies
5920,ES-2014-5332989,"Eldon Box, Blue",0,21,2,Office Supplies
5921,ES-2014-5345830,"BIC Markers, Easy-Erase",0,80,3,Office Supplies
5922,ES-2014-5345830,"Stanley Canvas, Water Color",0,158,3,Office Supplies
5923,ES-2014-5345830,"Cardinal Index Tab, Clear",0,29,4,Office Supplies
5924,ES-2014-5345830,"Accos Push Pins, Metal",0,59,4,Office Supplies
5925,ES-2014-5345830,"Enermax Cards & Envelopes, Multicolor",0,97,2,Office Supplies
5926,ES-2014-5345830,"Tenex Trays, Single Width",12,33,1,Office Supplies
5927,ES-2014-5345830,"Sharp Wireless Fax, Laser",0,2847,8,Technology
5928,ES-2014-5347900,"Stanley Markers, Easy-Erase",2.5,67,6,Office Supplies
5929,ES-2014-5359952,"Panasonic Printer, White",4.5,1351,6,Technology
5930,ES-2014-5366847,"Ames Manila Envelope, Security-Tint",0,135,5,Office Supplies
5931,ES-2014-5366847,"Xerox Note Cards, Premium",0,237,9,Office Supplies
5932,ES-2014-5368780,"Binney & Smith Canvas, Easy-Erase",0,155,3,Office Supplies
5933,ES-2014-5372716,"Xerox Memo Slips, Recycled",0,54,4,Office Supplies
5934,ES-2014-5373989,"Kraft Peel and Seal, Security-Tint",0,69,3,Office Supplies
5935,ES-2014-5373989,"Konica Calculator, Red",3,176,4,Technology
5936,ES-2014-5374606,"Bush Stackable Bookrack, Traditional",0,246,2,Furniture
5937,ES-2014-5374606,"Safco Corner Shelving, Metal",0,298,2,Furniture
5938,ES-2014-5374606,"Smead Trays, Single Width",3,262,6,Office Supplies
5939,ES-2014-5375749,"Office Star Chairmat, Red",6,158,3,Furniture
5940,ES-2014-5375927,"Breville Stove, Black",0,2244,4,Office Supplies
5941,ES-2014-5378214,"Stanley Canvas, Fluorescent",0,304,6,Office Supplies
5942,ES-2014-5385720,"Safco 3-Shelf Cabinet, Metal",0,2020,12,Furniture
5943,ES-2014-5389384,"Advantus Staples, Bulk Pack",0,33,3,Office Supplies
5944,ES-2014-5389384,"Fellowes Lockers, Industrial",12,499,4,Office Supplies
5945,ES-2014-5392717,"Avery Hole Reinforcements, Durable",0,18,3,Office Supplies
5946,ES-2014-5395911,"Eldon Door Stop, Durable",0,94,2,Furniture
5947,ES-2014-5395911,"Ibico Hole Reinforcements, Economy",0,28,4,Office Supplies
5948,ES-2014-5395911,"StarTech Card Printer, Durable",4.5,417,3,Technology
5949,ES-2014-5400129,"Memorex Router, Ergonomic",0,732,3,Technology
5950,ES-2014-5405782,"Boston Canvas, Fluorescent",0,275,5,Office Supplies
5951,ES-2014-5405782,"Accos Staples, 12 Pack",0,52,5,Office Supplies
5952,ES-2014-5423169,"BIC Markers, Fluorescent",0,55,2,Office Supplies
5953,ES-2014-5423169,"Avery Index Tab, Durable",0,13,2,Office Supplies
5954,ES-2014-5423169,"Accos Paper Clips, Assorted Sizes",0,46,4,Office Supplies
5955,ES-2014-5423169,"Stiletto Trimmer, Easy Grip",0,177,4,Office Supplies
5956,ES-2014-5423169,"Hewlett Wireless Fax, Digital",4.5,646,2,Technology
5957,ES-2014-5425236,"Novimex Chairmat, Red",3,101,2,Furniture
5958,ES-2014-5437739,"Apple Smart Phone, Full Size",0,1275,2,Technology
5959,ES-2014-5444511,"Fiskars Shears, Steel",0,329,7,Office Supplies
5960,ES-2014-5444640,"Brother Fax Machine, Color",0,320,1,Technology
5961,ES-2014-5449438,"Stanley Pencil Sharpener, Water Color",0,50,2,Office Supplies
5962,ES-2014-5458150,"Ibico Index Tab, Economy",2.5,16,3,Office Supplies
5963,ES-2014-5464390,"Acco Binder Covers, Clear",0,64,5,Office Supplies
5964,ES-2014-5468847,"Acco Binder Covers, Clear",0,26,2,Office Supplies
5965,ES-2014-5468847,"Eldon Box, Wire Frame",0,19,2,Office Supplies
5966,ES-2014-5468847,"Brother Fax and Copier, Color",0,579,3,Technology
5967,ES-2014-5474746,"Cardinal Binder Covers, Recycled",0,25,2,Office Supplies
5968,ES-2014-5474746,"Ibico Binder Covers, Clear",0,52,4,Office Supplies
5969,ES-2014-5474746,"Kraft Manila Envelope, with clear poly window",0,30,1,Office Supplies
5970,ES-2014-5474746,"Canon Copy Machine, Laser",0,2097,8,Technology
5971,ES-2014-5478126,"Sanford Sketch Pad, Easy-Erase",0,92,2,Office Supplies
5972,ES-2014-5478126,"Avery Index Tab, Clear",0,29,5,Office Supplies
5973,ES-2014-5479414,"Office Star Executive Leather Armchair, Black",3,1683,4,Furniture
5974,ES-2014-5479414,"Fellowes Lockers, Wire Frame",3,557,3,Office Supplies
5975,ES-2014-5481990,"Advantus Frame, Black",0,667,6,Furniture
5976,ES-2014-5481990,"Stanley Pens, Easy-Erase",0,41,4,Office Supplies
5977,ES-2014-5481990,"Acco Binding Machine, Recycled",0,309,6,Office Supplies
5978,ES-2014-5481990,"Tenex Trays, Blue",3,49,1,Office Supplies
5979,ES-2014-5485209,"Kleencut Letter Opener, Steel",0,71,3,Office Supplies
5980,ES-2014-5488768,"Office Star Rocking Chair, Set of Two",0,429,3,Furniture
5981,ES-2014-5488768,"Acco Binder Covers, Recycled",0,82,6,Office Supplies
5982,ES-2014-5488768,"Avery Binder Covers, Recycled",0,23,2,Office Supplies
5983,ES-2014-5489270,"Eldon Light Bulb, Duo Pack",0,25,1,Furniture
5984,ES-2014-5489270,"Enermax Mouse, USB",0,122,3,Technology
5985,ES-2014-5500680,"Advantus Frame, Durable",0,324,3,Furniture
5986,ES-2014-5500680,"Wilson Jones Binder Covers, Recycled",0,58,5,Office Supplies
5987,ES-2014-5500680,"Rogers Box, Single Width",0.1,,1,Office Supplies
5988,ES-2014-5500680,"Fiskars Shears, High Speed",0,95,2,Office Supplies
5989,ES-2014-5500680,"Panasonic Phone, White",4.5,495,7,Technology
5990,ES-2014-5505620,"Xerox Memo Slips, Multicolor",0,45,3,Office Supplies
5991,ES-2014-5507713,"Kleencut Box Cutter, Serrated",0,63,2,Office Supplies
5992,ES-2014-5507713,"StarTech Inkjet, Durable",4.5,765,3,Technology
5993,ES-2014-5513140,"Binney & Smith Pencil Sharpener, Easy-Erase",0,140,5,Office Supplies
5994,ES-2014-5514154,"Bevis Coffee Table, Rectangular",15,632,4,Furniture
5995,ES-2014-5514154,"Stanley Highlighters, Fluorescent",0,16,1,Office Supplies
5996,ES-2014-5514154,"Stockwell Staples, Metal",0,63,6,Office Supplies
5997,ES-2014-5514154,"Epson Phone, Durable",12,146,3,Technology
5998,ES-2014-5527878,"Stockwell Staples, Bulk Pack",0,31,3,Office Supplies
5999,ES-2014-5527878,"Smead Folders, Blue",3,63,4,Office Supplies
6000,ES-2014-5527878,"Motorola Audio Dock, Full Size",4.5,297,2,Technology
6001,ES-2014-5528295,"Dania Corner Shelving, Traditional",0,244,2,Furniture
6002,ES-2014-5530354,"Hewlett Fax and Copier, Laser",4.5,820,5,Technology
6003,ES-2014-5530354,"Apple Smart Phone, Full Size",4.5,4877,9,Technology
6004,ES-2014-5547121,"Rogers Box, Single Width",12,43,3,Office Supplies
6005,ES-2014-5547121,"Rogers Lockers, Wire Frame",12,632,5,Office Supplies
6006,ES-2014-5547121,"Rogers Trays, Single Width",12,185,5,Office Supplies
6007,ES-2014-5547121,"Samsung Signal Booster, Cordless",12,251,3,Technology
6008,ES-2014-5561807,"Enermax Numeric Keypad, Ergonomic",0,235,4,Technology
6009,ES-2014-5561807,"Samsung Speaker Phone, Full Size",0,249,2,Technology
6010,ES-2014-5566428,"SAFCO Bag Chairs, Black",3,127,3,Furniture
6011,ES-2014-5566428,"SanDisk Memory Card, Ergonomic",0,661,6,Technology
6012,ES-2014-5566428,"Nokia Signal Booster, Cordless",0,279,2,Technology
6013,ES-2014-5566428,"Samsung Speaker Phone, Full Size",0,1121,9,Technology
6014,ES-2014-5567912,"Hoover Refrigerator, Silver",0,1054,2,Office Supplies
6015,ES-2014-5574162,"Eldon Box, Single Width",3,19,2,Office Supplies
6016,ES-2014-5576647,"Panasonic Inkjet, Red",4.5,2103,8,Technology
6017,ES-2014-5579300,"Rubbermaid Frame, Ergonomic",0,109,1,Furniture
6018,ES-2014-5579300,"Avery Removable Labels, Laser Printer Compatible",0,43,4,Office Supplies
6019,ES-2014-5579300,"Hewlett Copy Machine, Color",4.5,676,3,Technology
6020,ES-2014-5582426,"Enermax Flash Drive, Bluetooth",0,166,4,Technology
6021,ES-2014-5583177,"Hoover Toaster, White",0,164,2,Office Supplies
6022,ES-2014-5583177,"Cardinal Index Tab, Durable",0,38,5,Office Supplies
6023,ES-2014-5590313,"Avery Hole Reinforcements, Clear",3,10,3,Office Supplies
6024,ES-2014-5590313,"Ibico Index Tab, Economy",3,28,3,Office Supplies
6025,ES-2014-5590313,"OIC Paper Clips, Bulk Pack",3,39,3,Office Supplies
6026,ES-2014-5590313,"Tenex File Cart, Industrial",6,322,3,Office Supplies
6027,ES-2014-5590313,"Sharp Fax and Copier, High-Speed",3,150,1,Technology
6028,ES-2014-5590364,"Novimex Steel Folding Chair, Red",3,148,2,Furniture
6029,ES-2014-5591557,"Sharp Fax and Copier, Color",4.5,578,4,Technology
6030,ES-2014-5605089,"BIC Markers, Water Color",0,59,2,Office Supplies
6031,ES-2014-5605089,"Binney & Smith Pencil Sharpener, Easy-Erase",0,168,6,Office Supplies
6032,ES-2014-5605089,"Boston Sketch Pad, Water Color",0,155,3,Office Supplies
6033,ES-2014-5605089,"Sanford Highlighters, Easy-Erase",0,unknown,2,Office Supplies
6034,ES-2014-5605089,"Acco Hole Reinforcements, Durable",0,41,5,Office Supplies
6035,ES-2014-5605089,"Wilson Jones 3-Hole Punch, Recycled",0,255,9,Office Supplies
6036,ES-2014-5605089,"Cameo Clasp Envelope, Recycled",0,25,3,Office Supplies
6037,ES-2014-5605089,"Xerox Memo Slips, Recycled",0,54,4,Office Supplies
6038,ES-2014-5605089,"Elite Trimmer, Serrated",0,77,2,Office Supplies
6039,ES-2014-5605089,"Belkin Memory Card, USB",0,115,1,Technology
6040,ES-2014-5605089,"Nokia Smart Phone, Full Size",0,1272,2,Technology
6041,ES-2014-5617990,"Barricks Round Table, Rectangular",10.5,1622,5,Furniture
6042,ES-2014-5617990,"Ibico Binding Machine, Recycled",0,259,5,Office Supplies
6043,ES-2014-5617990,"Acme Ruler, High Speed",0,33,2,Office Supplies
6044,ES-2014-5621218,"Bush 3-Shelf Cabinet, Pine",0,289,2,Furniture
6045,ES-2014-5621218,"Avery Hole Reinforcements, Clear",0,12,3,Office Supplies
6046,ES-2014-5621218,"SanDisk Memo Slips, Recycled",0,34,2,Office Supplies
6047,ES-2014-5621218,"Acme Shears, High Speed",0,300,6,Office Supplies
6048,ES-2014-5625908,"Office Star Chairmat, Red",3,237,4,Furniture
6049,ES-2014-5625908,"Boston Highlighters, Fluorescent",0,60,3,Office Supplies
6050,ES-2014-5625908,"Sanford Canvas, Easy-Erase",0,152,3,Office Supplies
6051,ES-2014-5625908,"Acco Binder Covers, Economy",0,40,3,Office Supplies
6052,ES-2014-5625908,"Panasonic Inkjet, Red",0,928,3,Technology
6053,ES-2014-5627432,"Avery File Folder Labels, Alphabetical",0,80,9,Office Supplies
6054,ES-2014-5627432,"Green Bar Cards & Envelopes, Multicolor",0,100,2,Office Supplies
6055,ES-2014-5628331,"Wilson Jones Binder, Economy",0,39,3,Office Supplies
6056,ES-2014-5628331,"Tenex Folders, Wire Frame",3,60,3,Office Supplies
6057,ES-2014-5628331,"Cisco Signal Booster, Cordless",4.5,789,6,Technology
6058,ES-2014-5629423,"SanDisk Note Cards, 8.5 x 11",0,59,2,Office Supplies
6059,ES-2014-5630136,"Cardinal Binder, Durable",0,61,4,Office Supplies
6060,ES-2014-5630136,"Xerox Message Books, Recycled",0,122,6,Office Supplies
6061,ES-2014-5630136,"Smead Box, Blue",0,22,2,Office Supplies
6062,ES-2014-5632446,"Boston Pencil Sharpener, Water Color",0,146,5,Office Supplies
6063,ES-2014-5632446,"Eldon Trays, Single Width",3,86,2,Office Supplies
6064,ES-2014-5640080,"Fiskars Box Cutter, High Speed",0,107,3,Office Supplies
6065,ES-2014-5651770,"BIC Markers, Easy-Erase",0,53,2,Office Supplies
6066,ES-2014-5661706,"BIC Canvas, Blue",0,107,2,Office Supplies
6067,ES-2014-5662666,"BIC Highlighters, Easy-Erase",0,38,2,Office Supplies
6068,ES-2014-5664853,"Ikea 3-Shelf Cabinet, Metal",0,284,2,Furniture
6069,ES-2014-5664853,"Wilson Jones Index Tab, Clear",0,12,2,Office Supplies
6070,ES-2014-5664853,"GlobeWeis Manila Envelope, Set of 50",0,82,3,Office Supplies
6071,ES-2014-5664853,"Jiffy Clasp Envelope, Recycled",0,22,3,Office Supplies
6072,ES-2014-5664853,"Accos Push Pins, 12 Pack",0,42,3,Office Supplies
6073,ES-2014-5664853,"Smead Folders, Industrial",0,54,3,Office Supplies
6074,ES-2014-5665621,"Canon Personal Copier, Color",0,1298,9,Technology
6075,ES-2014-5666077,"KitchenAid Toaster, White",0,250,3,Office Supplies
6076,ES-2014-5666077,"Stanley Sketch Pad, Blue",0,89,2,Office Supplies
6077,ES-2014-5666077,"Jiffy Business Envelopes, Recycled",0,30,2,Office Supplies
6078,ES-2014-5666077,"Samsung Signal Booster, Full Size",3,248,2,Technology
6079,ES-2014-5666305,"Eldon Light Bulb, Duo Pack",9,53,3,Furniture
6080,ES-2014-5679681,"Avery File Folder Labels, Alphabetical",0,18,2,Office Supplies
6081,ES-2014-5679681,"Tenex Lockers, Blue",3,735,4,Office Supplies
6082,ES-2014-5688470,"Cardinal 3-Hole Punch, Recycled",0,146,5,Office Supplies
6083,ES-2014-5688470,"Tenex Shelving, Wire Frame",12,97,3,Office Supplies
6084,ES-2014-5693188,"HP Personal Copier, Color",4.5,321,3,Technology
6085,ES-2014-5693371,"Wilson Jones Binding Machine, Clear",0,194,4,Office Supplies
6086,ES-2014-5693371,"Smead Shelving, Industrial",12,148,5,Office Supplies
6087,ES-2014-5705147,"Stanley Sketch Pad, Fluorescent",0,137,3,Office Supplies
6088,ES-2014-5705147,"Wilson Jones Binder Covers, Durable",0,51,4,Office Supplies
6089,ES-2014-5705147,"Nokia Smart Phone, Full Size",12,2671,7,Technology
6090,ES-2014-5706242,"Novimex Steel Folding Chair, Red",6,197,3,Furniture
6091,ES-2014-5706764,"Avery Hole Reinforcements, Clear",0,23,6,Office Supplies
6092,ES-2014-5714196,"Barricks Round Table, Adjustable Height",10.5,2292,7,Furniture
6093,ES-2014-5714196,"Sanford Pens, Blue",0,67,6,Office Supplies
6094,ES-2014-5724770,"Stockwell Staples, Assorted Sizes",0,25,3,Office Supplies
6095,ES-2014-5727003,"Office Star Executive Leather Armchair, Adjustable",3,2093,5,Furniture
6096,ES-2014-5732904,"Enermax Message Books, Recycled",0,90,4,Office Supplies
6097,ES-2014-5733282,"Ames Business Envelopes, Recycled",0,54,4,Office Supplies
6098,ES-2014-5735654,"Harbour Creations Removable Labels, Adjustable",0,50,6,Office Supplies
6099,ES-2014-5735654,"Memorex Keyboard, Bluetooth",0,214,3,Technology
6100,ES-2014-5746112,"Sanford Canvas, Easy-Erase",0,102,2,Office Supplies
6101,ES-2014-5747773,"Avery File Folder Labels, 5000 Label Set",0,29,3,Office Supplies
6102,ES-2014-5747773,"Eldon File Cart, Single Width",3,230,2,Office Supplies
6103,ES-2014-5748893,"Acme Ruler, Serrated",0,54,4,Office Supplies
6104,ES-2014-5749799,"Office Star Steel Folding Chair, Adjustable",0,471,5,Furniture
6105,ES-2014-5749799,"Avery Hole Reinforcements, Durable",0,18,3,Office Supplies
6106,ES-2014-5749799,"Advantus Staples, Assorted Sizes",0,17,2,Office Supplies
6107,ES-2014-5749799,"Enermax Flash Drive, USB",0,83,2,Technology
6108,ES-2014-5759001,"Novimex Legal Exhibit Labels, Adjustable",0,17,2,Office Supplies
6109,ES-2014-5762425,"Sanford Sketch Pad, Fluorescent",0,93,2,Office Supplies
6110,ES-2014-5762425,"Belkin Numeric Keypad, Bluetooth",0,173,3,Technology
6111,ES-2014-5766954,"Hamilton Beach Microwave, White",3,253,1,Office Supplies
6112,ES-2014-5766954,"Motorola Smart Phone, with Caller ID",0,3873,6,Technology
6113,ES-2014-5767912,"Hoover Stove, Black",3,1022,2,Office Supplies
6114,ES-2014-5767912,"KitchenAid Coffee Grinder, White",3,556,9,Office Supplies
6115,ES-2014-5767912,"Ibico 3-Hole Punch, Durable",0,96,3,Office Supplies
6116,ES-2014-5767912,"Fiskars Ruler, Serrated",0,45,4,Office Supplies
6117,ES-2014-5767912,"Belkin Router, Bluetooth",0,2070,8,Technology
6118,ES-2014-5773112,"Apple Audio Dock, VoIP",0,835,5,Technology
6119,ES-2014-5779828,"Ibico Binding Machine, Economy",0,206,4,Office Supplies
6120,ES-2014-5779828,"Canon Ink, Laser",0,736,5,Technology
